"b'\r\n'"
"b'\n\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n\r\n'"
"b'\n\r\n'"
"b'\n\r\n'"
"b'\n*******\r\n'"
"b'\n\r\n'"
"b'\n'"
"b'\r\n'"
"b'\n\r\n'"
"b'\n1423 3rd Edt. Panama 17y: 10\tDrejer\t10\r\n'"
"b'\n1931 (1st Edition) St Lucia Distillers (43%): 2\tthefatrumpirate\t2\r\n'"
"b'\n1931 (2nd Edition) St Lucia Distillers   (43%): 0\tthefatrumpirate\t0\r\n'"
"b'\n1931 (2st Edition) St Lucia Distillers (43%): 0\tthefatrumpirate\t0\r\n'"
"b'\n1931 (3rd Edition) St Lucia Distillers (43%): 12\tthefatrumpirate\t12\r\n'"
"b'\n1931 (4th Edition) St Lucia Distillers (43%): 0\tthefatrumpirate\t0\r\n'"
"b'\nA.H.Riise Non-Plus Ultra Very Rare Rum: 82\tDrejer\t82\r\n'"
"b'\nA.H.Riise Royal Danish Navy Rom (55%):>96\tDrejer\t96\r\n'"
"b'\nA.H.Riise Royal Danish Navy Rom: >66\tDrejer\t66\r\n'"
"b'\nA.H.Riise XXO Port Cask Finish: 48\tDrejer\t48\r\n'"
"b'\nAbuelo 7 Year Old: 15\tthefatrumpirate\t15\r\n'"
"b'\nAbuelo Anejo 12 yr: 29\tDrejer\t29\r\n'"
"b'\nAbuelo Anejo 7 yr: 20\tDrejer\t20\r\n'"
"b'\nAbuelo Anejo 7y (old): 25\tCapn Jimbo\t25\r\n'"
"b'\nAbuelo Anejo: 27\tDrejer\t27\r\n'"
"b'\nAbuelo Centuria: 27\tDrejer\t27\r\n'"
"b'\nAdmiral Rodney Finest St Lucia Rum: 0\tthefatrumpirate\t0\r\n'"
"b'\nAkaya Organic White: <3 \tSwedes\t3\r\n'"
